"Marital_status","Application_mode","Application_order","Course","Daytime_evening_attendance","Previous_qualification","Previous_qualification_grade","Nacionality","Mother_s_qualification","Father_s_qualification","Mother_s_occupation","Father_s_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_credited","Curricular_units_1st_sem_enrolled","Curricular_units_1st_sem_evaluations","Curricular_units_1st_sem_approved","Curricular_units_1st_sem_grade","Curricular_units_1st_sem_without_evaluations","Curricular_units_2nd_sem_credited","Curricular_units_2nd_sem_enrolled","Curricular_units_2nd_sem_evaluations","Curricular_units_2nd_sem_approved","Curricular_units_2nd_sem_grade","Curricular_units_2nd_sem_without_evaluations","Unemployment_rate","Inflation_rate","GDP","Target"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",117,"Portuguese",19,19,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",118.4,0,0,0,1,1,0,20,0,"0","5","8","5",10,"0","0","5","10","2",12,"0",7.6,2.6,0.32,"Enrolled"
"Single","Technological specialization diploma holders",1,"Agronomy","daytime","Technological specialization course",150,"Portuguese",1,19,"Administrative staff","Armed Forces Professions",150,0,0,0,1,1,1,21,0,"0","6","8","6",13,"0","0","6","10","6",12.625,"0",15.5,2.8,-4.06,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",154,"Portuguese",1,1,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",144.9,0,0,0,1,1,1,18,0,"0","7","7","7",15.9571428571429,"0","0","8","9","8",15.1888888888889,"0",16.2,0.3,-0.92,"Graduate"
"Single","2nd phase - general contingent",2,"Informatics Engineering","daytime","Secondary education",127,"Portuguese",19,1,"Unskilled Workers","Armed Forces Professions",121.1,1,0,0,1,1,1,18,0,"0","5","6","5",13.2,"0","0","5","8","5",12.6,"0",8.9,1.4,3.51,"Enrolled"
"Single","1st phase - general contingent",2,"Management","daytime","Secondary education",133,"Portuguese",19,1,"Personal Services, Security and Safety Workers and Sellers","Armed Forces Professions",121.8,0,0,0,1,1,0,20,0,"0","5","9","4",10.2,"0","0","5","6","3",11,"0",15.5,2.8,-4.06,"Enrolled"
"Single","Over 23 years old",1,"Informatics Engineering","daytime","Higher education - degree (1st cycle)",120,"Portuguese",1,1,"Personal Services, Security and Safety Workers and Sellers","Armed Forces Professions",146.8,0,0,0,1,1,0,25,0,"1","5","6","5",14.2,"0","1","5","5","2",13.5,"0",16.2,0.3,-0.92,"Enrolled"
"Single","2nd phase - general contingent",2,"Management","daytime","Secondary education",125,"Portuguese",19,38,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",116.3,1,0,0,1,1,0,19,0,"0","5","8","5",13.25,"0","0","5","8","5",11,"0",13.9,-0.3,0.79,"Graduate"
"Single","Over 23 years old",1,"Journalism and Communication","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",19,1,"Skilled Workers in Industry, Construction and Craftsmen","Unskilled Workers",115,1,0,1,0,1,0,25,0,"0","6","10","4",13,"0","0","6","9","4",13.75,"0",12.7,3.7,-1.7,"Dropout"
"Single","2nd phase - general contingent",3,"Informatics Engineering","daytime","Secondary education",117,"Portuguese",1,2,"Intermediate Level Technicians and Professions","Specialists in Intellectual and Scientific Activities",119.8,1,0,0,1,1,0,19,0,"0","5","10","2",11,"0","0","6","10","0",0,"0",11.1,0.6,2.02,"Dropout"
"Single","1st phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",161,"Portuguese",37,37,"Unskilled Workers","Unskilled Workers",144.2,1,0,0,1,1,0,18,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",7.6,2.6,0.32,"Graduate"
"Single","Transfer",1,"Nursing","daytime","Secondary education",111,"Portuguese",1,3,"Unskilled Workers","Armed Forces Professions",128.2,1,0,0,1,1,0,23,0,"0","8","8","8",12.5075,"0","0","8","8","8",12.5075,"0",9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",1,"Equinculture","daytime","Secondary education",132,"Portuguese",19,38,"Unskilled Workers","Unskilled Workers",130.4,1,0,0,1,1,0,18,0,"0","6","6","6",13.5,"0","0","6","9","5",13.2,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",6,"Communication Design","daytime","Frequency of higher education",119,"Portuguese",1,1,"Unskilled Workers","Unskilled Workers",123.2,1,0,0,1,1,0,22,0,"0","6","6","6",14.1666666666667,"0","0","6","8","6",13.625,"0",10.8,1.4,1.74,"Graduate"
"Single","Over 23 years old",1,"Advertising and Marketing Management","daytime","Secondary education",133.1,"Portuguese",19,19,"Intermediate Level Technicians and Professions","Unskilled Workers",118,0,0,0,1,1,0,27,0,"0","6","7","6",14,"0","0","6","7","6",14.7142857142857,"0",8.9,1.4,3.51,"Graduate"
"Single","Over 23 years old",1,"Agronomy","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",4,1,"Specialists in Intellectual and Scientific Activities","Administrative staff",120,0,0,0,1,1,0,25,0,"0","3","4","0",0,"0","0","3","5","0",0,"0",16.2,0.3,-0.92,"Dropout"
"Single","2nd phase - general contingent",4,"Informatics Engineering","daytime","Secondary education",129,"Portuguese",34,36,"Student","Personal Services, Security and Safety Workers and Sellers",118.9,1,0,0,1,1,0,18,0,"0","5","9","3",11.6666666666667,"0","0","5","10","3",11.3333333333333,"1",7.6,2.6,0.32,"Dropout"
"Single","2nd phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",128,"Portuguese",38,19,"Installation and Machine Operators and Assembly Workers","Installation and Machine Operators and Assembly Workers",117.2,0,0,0,1,1,0,20,0,"0","5","7","5",14.6,"1","0","5","5","5",14.2,"0",12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",1,"Social Service (evening attendance)","evening","Secondary education",130,"Portuguese",1,1,"Unskilled Workers","Unskilled Workers",118.1,0,0,0,1,1,0,20,0,"0","6","7","6",12.1666666666667,"0","0","6","9","6",12,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",130,"Portuguese",38,37,"Unskilled Workers","Unskilled Workers",124.8,1,0,0,1,1,0,22,0,"0","5","9","0",0,"0","0","5","5","1",12,"0",7.6,2.6,0.32,"Dropout"
"Single","Change of course",4,"Animation and Multimedia Design","daytime","Secondary education",117,"Portuguese",19,12,"Unskilled Workers","Armed Forces Professions",109.3,0,0,0,1,1,0,19,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",2,"Nursing","daytime","Secondary education",149,"Portuguese",3,1,"Unskilled Workers","Unskilled Workers",137.5,0,0,0,1,1,0,19,0,"0","8","8","7",13.8285714285714,"0","0","8","8","7",13.8285714285714,"0",12.7,3.7,-1.7,"Graduate"
"Married","1st phase - general contingent",1,"Social Service","daytime","Secondary education",134,"Portuguese",37,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",120.4,0,0,0,1,0,0,20,0,"0","6","7","6",11.5,"0","0","6","6","6",11.6666666666667,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",4,"Communication Design","daytime","Secondary education",136,"Portuguese",37,37,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",136.7,1,0,0,1,0,0,20,0,"0","6","6","4",13.5,"0","0","6","8","6",13.625,"0",10.8,1.4,1.74,"Graduate"
"Single","2nd phase - general contingent",5,"Nursing","daytime","Secondary education",141,"Portuguese",12,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",133,1,0,0,1,0,0,18,0,"0","7","8","7",12.5375,"0","0","8","9","7",12.6142857142857,"0",13.9,-0.3,0.79,"Graduate"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",141,"Portuguese",1,19,"Installation and Machine Operators and Assembly Workers","Skilled Workers in Industry, Construction and Craftsmen",128.8,1,0,0,1,0,0,19,0,"0","6","6","6",14.8333333333333,"0","0","6","8","6",13.2857142857143,"0",8.9,1.4,3.51,"Enrolled"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",148,"Portuguese",37,38,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",133,1,0,0,1,0,0,18,0,"0","5","10","4",12,"0","0","5","9","4",12.8,"0",13.9,-0.3,0.79,"Graduate"
"Single","2nd phase - general contingent",1,"Tourism","daytime","Secondary education",102,"Portuguese",37,37,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",102,0,0,0,1,0,0,19,0,"0","6","8","5",11.8,"0","0","6","8","5",11.6,"0",10.8,1.4,1.74,"Graduate"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",143,"Portuguese",1,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",133.9,0,0,0,1,0,1,18,0,"0","5","5","5",15,"0","0","5","5","5",15.2,"0",12.7,3.7,-1.7,"Graduate"
"Single","2nd phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",120,"Portuguese",38,19,"Other Situation","Other Situation",127,0,0,0,1,0,0,19,0,"0","5","7","3",12,"0","0","5","7","5",13.2,"0",7.6,2.6,0.32,"Graduate"
"Single","2nd phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",121,"Portuguese",38,38,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",120.4,1,0,0,1,0,1,18,0,"0","6","6","6",12.8333333333333,"0","0","6","7","6",12.2857142857143,"0",15.5,2.8,-4.06,"Graduate"
"Single","1st phase - general contingent",4,"Oral Hygiene","daytime","Secondary education",122,"Portuguese",37,1,"Personal Services, Security and Safety Workers and Sellers","Administrative staff",123.9,0,0,0,1,0,0,19,0,"0","7","9","7",12.1625,"0","0","8","8","8",13.825,"0",13.9,-0.3,0.79,"Graduate"
"Single","Technological specialization diploma holders",1,"Advertising and Marketing Management","daytime","Technological specialization course",110,"Portuguese",37,1,"Unskilled Workers","Administrative staff",110,0,0,0,1,0,1,20,0,"1","6","9","6",12.125,"0","1","6","7","6",13.5714285714286,"0",11.1,0.6,2.02,"Graduate"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",155,"Portuguese",1,19,"Administrative staff","Installation and Machine Operators and Assembly Workers",134.7,1,0,0,1,0,0,20,0,"0","6","8","5",13.4,"0","0","6","10","4",13,"0",12.7,3.7,-1.7,"Enrolled"
"Single","2nd phase - general contingent",1,"Agronomy","daytime","Secondary education",119,"Portuguese",37,37,"Administrative staff","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",113.2,0,0,1,1,0,0,20,0,"0","6","8","6",13.3333333333333,"0","0","6","8","5",14,"0",11.1,0.6,2.02,"Enrolled"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",149,"Portuguese",19,37,"Skilled Workers in Industry, Construction and Craftsmen","Administrative staff",134.3,0,1,0,1,0,0,20,0,"0","6","7","6",12.6666666666667,"0","0","6","9","6",13.7777777777778,"0",10.8,1.4,1.74,"Graduate"
"Single","Holders of other higher courses",1,"Equinculture","daytime","Higher education - degree",140,"Portuguese",19,38,"Unskilled Workers","Unskilled Workers",140,1,0,0,1,0,0,23,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",12.4,0.5,1.79,"Dropout"
"Single","2nd phase - general contingent",5,"Communication Design","daytime","Secondary education",122,"Portuguese",19,38,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",119.6,0,0,1,0,0,0,21,0,"0","6","6","4",13,"0","0","6","8","4",11.6,"0",10.8,1.4,1.74,"Dropout"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",143,"Portuguese",1,37,"Intermediate Level Technicians and Professions","Installation and Machine Operators and Assembly Workers",128,0,0,0,1,0,1,18,0,"0","7","9","7",13.0555555555556,"0","0","8","8","8",15.8125,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",3,"Animation and Multimedia Design","daytime","Secondary education",115,"Portuguese",9,1,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",108.7,1,0,0,0,0,0,21,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",9.4,-0.8,-3.12,"Dropout"
"Single","2nd phase - general contingent",1,"Equinculture","daytime","Secondary education",123,"Portuguese",19,3,"Intermediate Level Technicians and Professions","Specialists in Intellectual and Scientific Activities",121.6,1,0,1,1,0,1,19,0,"0","5","7","0",0,"0","0","5","5","0",0,"0",7.6,2.6,0.32,"Dropout"
"Single","1st phase - general contingent",6,"Nursing","daytime","Secondary education",131,"Portuguese",38,19,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",125.3,1,0,0,1,0,1,19,0,"0","8","8","7",12.3557142857143,"0","0","8","8","7",12.3557142857143,"0",10.8,1.4,1.74,"Graduate"
"Single","2nd phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",127,"Portuguese",19,38,"Meal preparation assistants","Unskilled workers in extractive industry, construction, manufacturing and transport",117.6,0,0,0,1,0,0,18,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",12.4,0.5,1.79,"Dropout"
"Single","Change of course",3,"Nursing","daytime","Secondary education",126,"Portuguese",38,37,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",124.3,1,0,0,1,0,1,18,0,"0","7","8","5",11.98,"0","0","7","8","5",11.98,"0",7.6,2.6,0.32,"Enrolled"
"Single","1st phase - general contingent",2,"Basic Education","daytime","Secondary education",112,"Portuguese",37,37,"Cleaning workers","Assembly workers",106.1,1,0,1,1,0,1,20,0,"0","7","7","7",13.8571428571429,"0","0","7","8","7",12.5714285714286,"0",8.9,1.4,3.51,"Graduate"
"Married","1st phase - general contingent",1,"Social Service (evening attendance)","evening","Secondary education",150,"Portuguese",1,37,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",139.9,1,0,0,1,0,0,24,0,"0","6","9","5",13,"0","0","6","6","6",14.1666666666667,"0",9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",1,"Communication Design","daytime","Secondary education",116,"Portuguese",1,1,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",110.8,1,0,0,1,0,0,20,0,"0","6","6","6",12.8333333333333,"0","0","6","10","6",11.1666666666667,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",130,"Portuguese",19,37,"Unskilled Workers","Unskilled Workers",117.8,1,0,0,1,0,1,19,0,"0","8","8","7",12.3571428571429,"0","0","8","8","7",12.3571428571429,"0",12.7,3.7,-1.7,"Graduate"
"Single","1st phase - general contingent",6,"Nursing","daytime","Secondary education",144,"Portuguese",1,37,"Unskilled Workers","Unskilled Workers",127.5,1,0,0,1,0,1,18,0,"0","8","8","7",13.8571428571429,"0","0","8","8","7",13.8571428571429,"0",12.7,3.7,-1.7,"Graduate"
"Single","2nd phase - general contingent",2,"Social Service","daytime","Higher education - degree",105,"Portuguese",37,37,"Skilled Workers in Industry, Construction and Craftsmen","Installation and Machine Operators and Assembly Workers",129.7,1,0,0,1,0,1,20,0,"0","6","6","6",12.3333333333333,"0","0","6","6","6",10.6666666666667,"0",9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",1,"Nursing","daytime","Secondary education",143,"Portuguese",37,37,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",130.6,1,0,0,1,0,0,20,0,"0","7","8","7",12.8471428571429,"0","0","8","10","8",13.7888888888889,"0",16.2,0.3,-0.92,"Graduate"
"Single","2nd phase - general contingent",2,"Nursing","daytime","Secondary education",137,"Portuguese",19,37,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",126.3,1,0,0,1,0,1,19,0,"0","7","9","6",12.34,"0","0","8","9","8",13.01875,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",133.1,"Portuguese",3,19,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",105,1,0,0,1,0,0,20,0,"0","6","6","6",13.8333333333333,"0","0","6","6","6",12.5,"0",12.7,3.7,-1.7,"Graduate"
"Single","2nd phase - general contingent",1,"Nursing","daytime","Secondary education",137,"Portuguese",38,37,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",131,1,0,0,1,0,1,18,0,"0","8","8","8",13.73125,"0","0","8","8","8",13.73125,"0",9.4,-0.8,-3.12,"Graduate"
"Single","2nd phase - general contingent",4,"Communication Design","daytime","Secondary education",116,"Portuguese",38,37,"Unskilled Workers","Unskilled Workers",109,0,0,0,1,0,1,23,0,"0","6","6","6",13.3333333333333,"0","0","6","8","3",12.6666666666667,"0",11.1,0.6,2.02,"Dropout"
"Single","1st phase - general contingent",1,"Basic Education","daytime","Secondary education",133.1,"Portuguese",19,19,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",132,1,0,0,1,0,0,21,0,"0","6","8","5",12,"0","0","6","9","5",10.8,"0",12.7,3.7,-1.7,"Dropout"
"Single","Technological specialization diploma holders",1,"Social Service (evening attendance)","evening","Technological specialization course",130,"Portuguese",37,38,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130,1,0,0,1,0,0,23,0,"1","9","10","9",10.8888888888889,"0","1","8","10","6",11.3333333333333,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",3,"Nursing","daytime","Secondary education",106,"Portuguese",19,37,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",109.5,1,0,0,1,0,0,19,0,"0","7","8","7",13.025,"0","0","8","9","8",13.8111111111111,"0",13.9,-0.3,0.79,"Graduate"
